date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:34:19	198885/198885	---M--	200	added ('OK')	image/jpeg	etag:%225a127d5c-308e5%22	https://kai.id/static/konten/7467f78459d78a82b7edba025b61bc86.jpg	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/7467f78459d78a82b7edba025b61bc86.jpg	(from https://kai.id/corporate/asset_st/1-stasiun-gambir)
13:34:19	0/-1	---M--	302	error ('')			https://kai.id/corporate/page/20	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/corporate/page/20.189.delayed	(from https://kai.id/corporate/asset_st/4-stasiun-jakarta-kota)
13:34:19	267462/267462	---M--	200	added ('OK')	image/jpeg	etag:%225a127d60-414c6%22	https://kai.id/static/konten/d7cbcafb70fd8301dc4083a277812be1.JPG	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/d7cbcafb70fd8301dc4083a277812be1.jpg	(from https://kai.id/corporate/asset_st/1-stasiun-gambir)
13:34:48	195256/195256	---M--	200	added ('OK')	image/jpeg	etag:%225a127d5d-2fab8%22	https://kai.id/static/konten/73f44f198ce237bdedceb5e7d9932f74.jpg	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/73f44f198ce237bdedceb5e7d9932f74.jpg	(from https://kai.id/corporate/asset_st/4-stasiun-jakarta-kota)
13:34:48	0/-1	---M--	302	error ('')			https://kai.id/corporate/page/20	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/corporate/page/20.18c.delayed	(from https://kai.id/corporate/asset_st/7-stasiun-jatinegara)
13:34:48	190410/190410	---M--	200	added ('OK')	image/jpeg	etag:%225a127d60-2e7ca%22	https://kai.id/static/konten/0c3c403df049d5312f09f3a9f44a743f.JPG	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/0c3c403df049d5312f09f3a9f44a743f.jpg	(from https://kai.id/corporate/asset_st/4-stasiun-jakarta-kota)
13:34:49	164006/164006	---M--	200	added ('OK')	image/jpeg	etag:%225a127d5f-280a6%22	https://kai.id/static/konten/d8ebb18e0b47839d68456e21edb55e2d.jpg	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/d8ebb18e0b47839d68456e21edb55e2d.jpg	(from https://kai.id/corporate/asset_st/7-stasiun-jatinegara)
13:34:50	254327/254327	---M--	200	added ('OK')	image/jpeg	etag:%225a127d5f-3e177%22	https://kai.id/static/konten/02b136096f818458ed5e901ddea8bee2.JPG	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/02b136096f818458ed5e901ddea8bee2.jpg	(from https://kai.id/corporate/asset_st/7-stasiun-jatinegara)
13:34:53	573384/573384	---M--	200	added ('OK')	image/jpeg	etag:%225acc3d6c-8bfc8%22	https://kai.id/static/berita/4fa72c1750a148d0e3a2119dcd5354cd.JPG	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/berita/4fa72c1750a148d0e3a2119dcd5354cd.jpg	(from https://kai.id/information/full_news/1312-daop-4-semarang-resmi-mengoperasikan-ka-tawang-jaya-premium)
13:34:54	622354/622354	---M--	200	added ('OK')	image/jpeg	etag:%225acc3dbe-97f12%22	https://kai.id/static/berita/18b736ce0d55e559cfaafc8c2865463c.JPG	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/berita/18b736ce0d55e559cfaafc8c2865463c.jpg	(from https://kai.id/information/full_news/1312-daop-4-semarang-resmi-mengoperasikan-ka-tawang-jaya-premium)
13:34:54	655900/655900	---M--	200	added ('OK')	image/jpeg	etag:%225ac5f491-a021c%22	https://kai.id/static/berita/8420ba47517c81632a78843ec94903b2.JPG	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/berita/8420ba47517c81632a78843ec94903b2.jpg	(from https://kai.id/information/full_news/1303-tutup-313-pelintasan-sebidang-dalam-2-bulan-kai-dapatkan-rekor-muri)
13:34:57	595951/595951	---M--	200	added ('OK')	image/jpeg	etag:%225acb3acb-917ef%22	https://kai.id/static/berita/eec4d34a5afae094fd8627c48c21d671.JPG	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/berita/eec4d34a5afae094fd8627c48c21d671.jpg	(from https://kai.id/information/full_news/1306-awal-2019-ka-bandara-adi-soemarmo-beroperasi)
13:34:57	552932/552932	---M--	200	added ('OK')	image/jpeg	etag:%225ad04e85-86fe4%22	https://kai.id/static/berita/e0e91a7e94951e3c46b541faa702abe1.jpg	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/berita/e0e91a7e94951e3c46b541faa702abe1.jpg	(from https://kai.id/information/full_news/1324-meriahkan-hut-kota-malang-kai-adakan-rail-run)
13:35:03	693037/693037	---M--	200	added ('OK')	image/jpeg	etag:%225ad04e9b-a932d%22	https://kai.id/static/berita/6fe894bfbba403ed09349fbecae5fb4e.jpg	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/berita/6fe894bfbba403ed09349fbecae5fb4e.jpg	(from https://kai.id/information/full_news/1324-meriahkan-hut-kota-malang-kai-adakan-rail-run)
13:35:12	825448/825448	---M--	200	added ('OK')	image/jpeg	etag:%225ad04ea9-c9868%22	https://kai.id/static/berita/192fec2126188140db80d2067e7c5cc7.jpg	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/berita/192fec2126188140db80d2067e7c5cc7.jpg	(from https://kai.id/information/full_news/1324-meriahkan-hut-kota-malang-kai-adakan-rail-run)
13:35:12	660565/660565	---M--	200	added ('OK')	image/jpeg	etag:%225ac32dcf-a1455%22	https://kai.id/static/berita/76395f1b1f32d9dccd561685b3efc0f5.JPG	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/berita/76395f1b1f32d9dccd561685b3efc0f5.jpg	(from https://kai.id/information/full_news/1297-dukung-petani-lokal-kai-adakan-kai-access-durian-festival)
13:35:14	650371/650371	---M--	200	added ('OK')	image/jpeg	etag:%225ac32dac-9ec83%22	https://kai.id/static/berita/a946a29675259a100d76ea63b4321785.JPG	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/berita/a946a29675259a100d76ea63b4321785.jpg	(from https://kai.id/information/full_news/1297-dukung-petani-lokal-kai-adakan-kai-access-durian-festival)
13:35:15	338564/338564	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Apr%202018%2006:35:04%20GMT	https://kai.id/corporate/about_kai/index.html	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/corporate/about_kai/index-2.html	(from https://kai.id/corporate/about_kai/)
13:35:15	670453/670453	---M--	200	added ('OK')	image/jpeg	etag:%225ac32de9-a3af5%22	https://kai.id/static/berita/271295120c60c5eddee78a0831cc1a09.JPG	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/berita/271295120c60c5eddee78a0831cc1a09.jpg	(from https://kai.id/information/full_news/1297-dukung-petani-lokal-kai-adakan-kai-access-durian-festival)
13:35:18	20483/20483	---M--	200	added ('OK')	image/jpeg	etag:%225938ab65-5003%22	https://kai.id/static/konten/e3a7ff0eda37209fea3ee9fdb7b4520d.jpg?w=248&h=128	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/e3a7ff0eda37209fea3ee9fdb7b4520d14e6.jpg	(from https://kai.id/corporate/about_kai/)
13:35:18	47493/47493	---M--	200	added ('OK')	image/jpeg	etag:%225927d777-b985%22	https://kai.id/static/konten/57296b0fbd060e2fa3368b1088dccb8e.jpg?w=248&h=128	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/57296b0fbd060e2fa3368b1088dccb8e14e6.jpg	(from https://kai.id/corporate/about_kai/)
13:35:19	206401/206401	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Apr%202018%2006:35:09%20GMT	https://kai.id/corporate/organization/index.html	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/corporate/organization/index-2.html	(from https://kai.id/corporate/organization/)
13:35:19	120134/120134	---M--	200	added ('OK')	image/png	etag:%225ac4a791-1d546%22	https://kai.id/static/konten/63d5e14be0aaa64eabfa7e91db2c7abb.png	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/63d5e14be0aaa64eabfa7e91db2c7abb.png	(from https://kai.id/corporate/organization/)
13:35:20	1052/1052	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Apr%202018%2006:35:10%20GMT	https://kai.id/corporate/detail_bodboc/1	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/corporate/detail_bodboc/1.html	(from https://kai.id/corporate/organization/)
13:35:20	36292/36292	---M--	200	added ('OK')	image/jpeg	etag:%2259cb6237-8dc4%22	https://kai.id/static/konten/boc_riza.jpg	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/boc_riza.jpg	(from https://kai.id/corporate/organization/)
13:35:20	835/835	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Apr%202018%2006:35:11%20GMT	https://kai.id/corporate/detail_bodboc/2	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/corporate/detail_bodboc/2.html	(from https://kai.id/corporate/organization/)
13:35:20	35526/35526	---M--	200	added ('OK')	image/jpeg	etag:%2259cb7c85-8ac6%22	https://kai.id/static/konten/boc_pungky.jpg	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/boc_pungky.jpg	(from https://kai.id/corporate/organization/)
13:35:21	782/782	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Apr%202018%2006:35:11%20GMT	https://kai.id/corporate/detail_bodboc/3	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/corporate/detail_bodboc/3.html	(from https://kai.id/corporate/organization/)
13:35:21	37263/37263	---M--	200	added ('OK')	image/jpeg	etag:%225aba0e92-918f%22	https://kai.id/static/konten/e38cee17da7e466ad33f25b9856589aa.jpg	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/e38cee17da7e466ad33f25b9856589aa.jpg	(from https://kai.id/corporate/organization/)
13:35:21	1003/1003	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Apr%202018%2006:35:12%20GMT	https://kai.id/corporate/detail_bodboc/25	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/corporate/detail_bodboc/25.html	(from https://kai.id/corporate/organization/)
13:35:21	36226/36226	---M--	200	added ('OK')	image/jpeg	etag:%2259cb6237-8d82%22	https://kai.id/static/konten/boc_andus.jpg	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/boc_andus.jpg	(from https://kai.id/corporate/organization/)
13:35:21	876/876	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Apr%202018%2006:35:12%20GMT	https://kai.id/corporate/detail_bodboc/5	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/corporate/detail_bodboc/5.html	(from https://kai.id/corporate/organization/)
13:35:21	36363/36363	---M--	200	added ('OK')	image/jpeg	etag:%2259cb6237-8e0b%22	https://kai.id/static/konten/boc_rahmat.jpg	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/boc_rahmat.jpg	(from https://kai.id/corporate/organization/)
13:35:22	898/898	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Apr%202018%2006:35:12%20GMT	https://kai.id/corporate/detail_bodboc/6	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/corporate/detail_bodboc/6.html	(from https://kai.id/corporate/organization/)
13:35:23	849/849	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Apr%202018%2006:35:13%20GMT	https://kai.id/corporate/detail_bodboc/22	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/corporate/detail_bodboc/22.html	(from https://kai.id/corporate/organization/)
13:35:23	121970/121970	---M--	200	added ('OK')	image/png	etag:%225a72cc5f-1dc72%22	https://kai.id/static/konten/a1d839f4299758ebadd7458a79e32bce.png	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/a1d839f4299758ebadd7458a79e32bce.png	(from https://kai.id/corporate/organization/)
13:35:23	118193/118193	---M--	200	added ('OK')	image/png	etag:%225ac4a799-1cdb1%22	https://kai.id/static/konten/d7cbf41b9f92f8813a9f2e839dbd42b9.png	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/d7cbf41b9f92f8813a9f2e839dbd42b9.png	(from https://kai.id/corporate/organization/)
13:35:23	848/848	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Apr%202018%2006:35:14%20GMT	https://kai.id/corporate/detail_bodboc/4	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/corporate/detail_bodboc/4.html	(from https://kai.id/corporate/organization/)
13:35:23	13217/13217	---M--	200	added ('OK')	image/jpeg	etag:%225a6547c3-33a1%22	https://kai.id/static/konten/964eaad0e76d2783a5be13946334dabc.jpg	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/964eaad0e76d2783a5be13946334dabc.jpg	(from https://kai.id/corporate/organization/)
13:35:24	1565/1565	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Apr%202018%2006:35:14%20GMT	https://kai.id/corporate/detail_bodboc/7	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/corporate/detail_bodboc/7.html	(from https://kai.id/corporate/organization/)
13:35:24	38864/38864	---M--	200	added ('OK')	image/jpeg	etag:%225ac32f7a-97d0%22	https://kai.id/static/konten/8fb62ff0a80cfa007f37d0411a0a482d.jpg	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/8fb62ff0a80cfa007f37d0411a0a482d.jpg	(from https://kai.id/corporate/organization/)
13:35:24	1168/1168	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Apr%202018%2006:35:15%20GMT	https://kai.id/corporate/detail_bodboc/8	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/corporate/detail_bodboc/8.html	(from https://kai.id/corporate/organization/)
13:35:24	36709/36709	---M--	200	added ('OK')	image/jpeg	etag:%2259cb69bf-8f65%22	https://kai.id/static/konten/bod_slamet.jpg	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/bod_slamet.jpg	(from https://kai.id/corporate/organization/)
13:35:25	1547/1547	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Apr%202018%2006:35:15%20GMT	https://kai.id/corporate/detail_bodboc/9	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/corporate/detail_bodboc/9.html	(from https://kai.id/corporate/organization/)
13:35:25	13300/13300	---M--	200	added ('OK')	image/jpeg	etag:%225a6547c3-33f4%22	https://kai.id/static/konten/58f6995e6f102e08fa2d51251017f62b.jpg	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/58f6995e6f102e08fa2d51251017f62b.jpg	(from https://kai.id/corporate/organization/)
13:35:25	1360/1360	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Apr%202018%2006:35:16%20GMT	https://kai.id/corporate/detail_bodboc/10	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/corporate/detail_bodboc/10.html	(from https://kai.id/corporate/organization/)
13:35:25	37483/37483	---M--	200	added ('OK')	image/jpeg	etag:%2259cb69be-926b%22	https://kai.id/static/konten/bod_azhari.jpg	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/bod_azhari.jpg	(from https://kai.id/corporate/organization/)
13:35:25	884/884	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Apr%202018%2006:35:16%20GMT	https://kai.id/corporate/detail_bodboc/11	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/corporate/detail_bodboc/11.html	(from https://kai.id/corporate/organization/)
13:35:26	15806/15806	---M--	200	added ('OK')	image/jpeg	etag:%225a6547c0-3dbe%22	https://kai.id/static/konten/147157ecefc14b12c46ae2cd95b34052.jpg	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/147157ecefc14b12c46ae2cd95b34052.jpg	(from https://kai.id/corporate/organization/)
13:35:26	1134/1134	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Apr%202018%2006:35:17%20GMT	https://kai.id/corporate/detail_bodboc/12	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/corporate/detail_bodboc/12.html	(from https://kai.id/corporate/organization/)
13:35:26	13163/13163	---M--	200	added ('OK')	image/jpeg	etag:%225a6547c8-336b%22	https://kai.id/static/konten/f38048780a9241fddd839752dd541e69.jpg	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/f38048780a9241fddd839752dd541e69.jpg	(from https://kai.id/corporate/organization/)
13:35:26	865/865	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Apr%202018%2006:35:17%20GMT	https://kai.id/corporate/detail_bodboc/13	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/corporate/detail_bodboc/13.html	(from https://kai.id/corporate/organization/)
13:35:27	13650/13650	---M--	200	added ('OK')	image/jpeg	etag:%225a6547c8-3552%22	https://kai.id/static/konten/e412ca2af974653aa4d2c056d9167039.jpg	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/e412ca2af974653aa4d2c056d9167039.jpg	(from https://kai.id/corporate/organization/)
13:35:27	1502/1502	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Apr%202018%2006:35:18%20GMT	https://kai.id/corporate/detail_bodboc/14	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/corporate/detail_bodboc/14.html	(from https://kai.id/corporate/organization/)
13:35:27	36872/36872	---M--	200	added ('OK')	image/jpeg	etag:%2259cb69be-9008%22	https://kai.id/static/konten/bod_eddy.jpg	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/bod_eddy.jpg	(from https://kai.id/corporate/organization/)
13:35:27	929/929	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Apr%202018%2006:35:18%20GMT	https://kai.id/corporate/detail_bodboc/15	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/corporate/detail_bodboc/15.html	(from https://kai.id/corporate/organization/)
13:35:28	36592/36592	---M--	200	added ('OK')	image/jpeg	etag:%2259cb69be-8ef0%22	https://kai.id/static/konten/bod_didiek.jpg	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/bod_didiek.jpg	(from https://kai.id/corporate/organization/)
13:35:28	880/880	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Apr%202018%2006:35:18%20GMT	https://kai.id/corporate/detail_bodboc/16	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/corporate/detail_bodboc/16.html	(from https://kai.id/corporate/organization/)
13:35:28	9680/9680	---M--	200	added ('OK')	image/jpeg	etag:%225927d801-25d0%22	https://kai.id/static/konten/1cf5ba5dfe9ff44f49382312b044a1df.jpg?w=248&h=128	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/1cf5ba5dfe9ff44f49382312b044a1df14e6.jpg	(from https://kai.id/corporate/organization/)
13:35:28	3813/3813	---M--	200	added ('OK')	image/jpeg	etag:%225927d814-ee5%22	https://kai.id/static/konten/decda1e6f25c49ba7320794edd2578c8.jpg?w=248&h=128	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/decda1e6f25c49ba7320794edd2578c814e6.jpg	(from https://kai.id/corporate/organization/)
13:35:29	7632/7632	---M--	200	added ('OK')	image/png	etag:%225a0d3380-1dd0%22	https://kai.id/static/konten/7aba023bad8d08c86b61af0ba7671b31.png?w=248&h=128	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/7aba023bad8d08c86b61af0ba7671b3114e6.png	(from https://kai.id/corporate/organization/)
13:35:29	9631/9631	---M--	200	added ('OK')	image/jpeg	etag:%225927d82f-259f%22	https://kai.id/static/konten/b47c71aac4868e442d7e84210568f1f4.jpg?w=248&h=128	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/b47c71aac4868e442d7e84210568f1f414e6.jpg	(from https://kai.id/corporate/organization/)
13:35:29	8434/8434	---M--	200	added ('OK')	image/jpeg	etag:%225927d840-20f2%22	https://kai.id/static/konten/2156343071998557dbb87ac51425f713.jpg?w=248&h=128	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/2156343071998557dbb87ac51425f71314e6.jpg	(from https://kai.id/corporate/organization/)
13:35:29	7425/7425	---M--	200	added ('OK')	image/jpeg	etag:%225927d855-1d01%22	https://kai.id/static/konten/44e2d7c89af2b12631623c8b6827e525.jpg?w=248&h=128	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/44e2d7c89af2b12631623c8b6827e52514e6.jpg	(from https://kai.id/corporate/organization/)
13:35:30	5591/5591	---M--	200	added ('OK')	image/jpeg	etag:%225927d863-15d7%22	https://kai.id/static/konten/66218cf91001ce205e5f05a75dba3c63.jpg?w=248&h=128	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/66218cf91001ce205e5f05a75dba3c6314e6.jpg	(from https://kai.id/corporate/organization/)
13:35:30	2469/2469	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22597ab962-9a5%22	https://kai.id/media/content/profil_kereta_cepat.pdf	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/media/content/profil_kereta_cepat.pdf	(from https://kai.id/corporate/organization/)
13:35:36	187486/187486	---M--	200	added ('OK')	image/png	etag:%225ad05547-2dc5e%22	https://kai.id/static/konten/afb519cf97dc9ee265408bbc92d1a8b8.png	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/afb519cf97dc9ee265408bbc92d1a8b8.png	(from https://kai.id/corporate/organization/)
13:35:37	0/-1	---M--	302	error ('')			https://kai.id/corporate/page/20	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/corporate/page/20.1ca.delayed	(from https://kai.id/corporate/asset_st/index.html)
13:35:39	175040/175040	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Apr%202018%2006:35:28%20GMT	https://kai.id/static/konten/	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/index.html	(from https://kai.id/corporate/asset_st/index.html)
13:35:42	20538010/20538010	UR-M--	200	added ('Partial%20Content')	application/pdf	etag:%2259cb8be7-139629a%22	https://kai.id/static/majalah-rel/majalah_rel_edisi_2_2017.pdf	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/majalah-rel/majalah_rel_edisi_2_2017.pdf	(from https://kai.id/information/document)
13:35:46	20462575/20462575	UR-M--	200	added ('Partial%20Content')	application/pdf	etag:%225a13927c-1383bef%22	https://kai.id/static/majalah-rel/majalah_rel_edisi_1_2017.pdf	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/majalah-rel/majalah_rel_edisi_1_2017.pdf	(from https://kai.id/information/document)
13:35:47	14278076/14278076	UR-M--	200	added ('Partial%20Content')	application/pdf	etag:%22592e7ac5-d9ddbc%22	https://kai.id/static/annual-report/annual_report_2012.pdf	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/annual-report/annual_report_2012.pdf	(from https://kai.id/information/document)
13:35:48	175040/175040	---MCZ	200	added ('OK')	text/html	date:Sun,%2029%20Apr%202018%2006:35:38%20GMT	https://kai.id/static/konten/index.html	X:/kuliah/Semester%204/RPL/tubes_rpl/kai.id/static/konten/index-2.html	(from https://kai.id/static/konten/)
